"","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","X32","X33"
"121","vinegar","onion","cayenne","bacon","bean","beer","garlic","oregano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","tomato","onion","black_pepper","corn","avocado","cumin","garlic","cinnamon","oregano","chicken","lime","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","wheat","meat","onion","black_pepper","corn","cayenne","cumin","garlic","cinnamon","oregano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","coffee","anise_seed","cinnamon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","cilantro","onion","chicken_broth","cayenne","pepper","seed","garlic","vegetable","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","tomato","olive_oil","beef","mushroom","corn","cayenne","onion","bean","garlic","butter","oregano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","beef","onion","corn","lime_juice","cumin","garlic","vegetable","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","olive_oil","lime_juice","nutmeg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","cheese","cilantro","onion","black_pepper","avocado","cumin","cayenne","scallion","chicken","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","cheese","corn_grit","lima_bean","corn","garlic","squash","bean","carrot","palm","lentil","cabbage","butter","milk","cumin","scallion","milk_fat","cod","vegetable_oil","pea","zucchini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","tomato","garlic","cayenne","onion","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","orange_peel","almond","cocoa","cinnamon","orange","egg","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","butter","wheat","vanilla","cocoa","buttermilk","pecan","cinnamon","egg","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","tomato","raisin","corn","almond","black_pepper","cumin","cocoa","seed","garlic","oregano","anise_seed","bread","turkey","thyme","roasted_peanut","pecan","chicken_broth","cayenne","onion","sesame_seed","lard","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","tomato","cilantro","onion","corn","cayenne","carrot","garlic","rice","pea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","cheese","onion","vinegar","radish","corn","potato","cayenne","lettuce","carrot","garlic","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","tomato","olive_oil","cilantro","wheat","corn","cayenne","garlic","lard","chicken","chicken_broth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","tomato","olive_oil","pepper","green_bell_pepper","onion","peanut","chicken_broth","cashew","lime_juice","coconut","shrimp","black_pepper","cilantro","garlic","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","cheese","bean","garlic","onion","lard","corn","scallion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","vegetable_oil","rice","garlic","parsley","onion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","olive_oil","vinegar","black_pepper","cayenne","cumin","bay","garlic","bell_pepper","sherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","butter","tomato","wheat","onion","cayenne","pear","garlic","lobster","rice","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","butter","pecan","vanilla","wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","tomato","katsuobushi","onion","olive_oil","lime_juice","fish","cayenne","scallion","garlic","radish","mint","corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","cheddar_cheese","cayenne","cream_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","celery","olive_oil","bean","lemon_juice","garlic","parsley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","butter","cheese","rice","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","olive_oil","cilantro","onion","corn_grit","corn","bacon","cumin","garlic","bell_pepper","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","butter","olive_oil","cilantro","thyme","beef","vinegar","parsley","garlic","oregano","sherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","tomato","cilantro","onion","black_pepper","cayenne","avocado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","tomato","cilantro","clam","onion","cayenne","orange_juice","lime_juice","saffron","shrimp","scallop","chive","scallion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","coriander","lemon_juice","bell_pepper","corn","avocado","scallion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","tomato","olive_oil","vinegar","peanut","chicken_broth","black_pepper","cocoa","seed","garlic","cinnamon","sherry","vegetable_oil","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","butter","orange_peel","almond","wheat","yeast","cherry","cashew","raisin","milk","honey","fig","orange","vegetable_oil","lemon_peel","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","cocoa","wheat","banana","tequila","milk","honey","milk_fat","pecan","cinnamon","vegetable_oil","egg","vanilla","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","butter","cilantro","chayote","garlic","cayenne","scallion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","butter","wheat","cherry","vanilla","cayenne","cocoa","cinnamon","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","coffee","mustard","onion","vanilla","parsley","seed","cucumber","sesame_seed","chive","vegetable_oil","egg","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","butter","cane_molasses","wheat","vanilla","almond","cocoa","cinnamon","egg","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","butter","black_pepper","lime_juice","parsley","cumin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","vinegar","pepper","meat","olive_oil","black_pepper","cumin","bay","garlic","olive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","vinegar","pepper","beef","black_pepper","cumin","bay","garlic","olive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","cheese","cilantro","onion","vinegar","black_bean","corn","cayenne","garlic","lard","anise_seed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","butter","wheat","vanilla","cocoa","cinnamon","egg","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","tomato","olive_oil","onion","black_bean","avocado","corn","cayenne","garlic","bell_pepper","goat_cheese","egg","pork_sausage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","black_bean","vinegar","green_bell_pepper","cider","onion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","coffee","egg","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","tomato","olive_oil","cilantro","lime_juice","corn","avocado","scallion","garlic","oregano","chicken","lime","chicken_broth","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","milk_fat","vanilla","pecan","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","tomato","olive_oil","cilantro","onion","cayenne","corn","raisin","scallion","garlic","pimento","olive","chicken","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","tomato","cheese","cilantro","onion","black_bean","lime_juice","corn","avocado","cumin","scallion","lettuce","garlic","vegetable_oil","egg","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","coriander","pepper","avocado","tequila","orange_juice","cayenne","watermelon","orange","chicken_broth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","butter","olive_oil","pepper","mustard","beef","vinegar","red_wine","garlic","tomato","veal","egg","bread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","pepper","chayote","mustard","garlic","sweet_potato","vegetable_oil","wheat","cabbage","bread","vinegar","cilantro","onion","cayenne","parsley","shrimp","chive","cucumber","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","cayenne","cilantro","avocado","onion","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","butter","orange_juice","cherry","vanilla","almond","cayenne","cocoa","seed","sherry","tamarind","egg","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","tomato","leaf","onion","corn","cayenne","seed","garlic","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","olive_oil","pork","meat","beef","black_bean","black_pepper","chicken_broth","bacon","onion","garlic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","tomato","vinegar","onion","black_pepper","scallion","garlic","bell_pepper","oregano","olive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","coriander","tomato","pepper","onion","black_pepper","corn","cayenne","cumin","seed","garlic","sesame_seed","lard","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","tomato","cheese","onion","potato","cayenne","cured_pork","garlic","bell_pepper","oregano","vegetable_oil","chicken","pork_sausage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","tomato","onion","mushroom","chicken_broth","cayenne","garlic","oregano","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","tomato","pepper","meat","beef","potato","cayenne","onion","celery","carrot","bell_pepper","seed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","vegetable_oil","wheat","whole_grain_wheat_flour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","tomato","coriander","pork","wheat","onion","cheese","corn_grit","cayenne","cumin","garlic","bell_pepper","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","butter","coconut","wheat","apricot","cream","raisin","walnut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","olive_oil","cilantro","garlic","lime_juice","cayenne","pork",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","tomato","cheese","cilantro","onion","corn","cayenne","garlic","vegetable_oil","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","tomato","garlic","onion","corn","cayenne","tamarind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","butter","onion","mushroom","corn","black_pepper","garlic","porcini","shiitake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","corn","cilantro","fish","bell_pepper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","tequila","lime_juice","pineapple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","tomato","cheese","cilantro","onion","black_bean","corn","cayenne","scallion","garlic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","tomato","olive_oil","cilantro","lime_juice","corn","avocado","scallion","black_pepper","garlic","yogurt","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","tomato","corn","scallion","egg","cottage_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","pepper","garlic","vegetable_oil","chive","cayenne","lime_juice","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","cane_molasses","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","tomato","olive_oil","onion","avocado","corn","cayenne","shrimp","garlic","bell_pepper","watercress","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","tomato","cilantro","green_bell_pepper","beef","onion","cayenne","corn","raisin","cumin","lettuce","garlic","pecan","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","tomato","cilantro","wheat","onion","cayenne","avocado","cumin","garlic","shrimp","lettuce","cucumber","vegetable_oil","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","tomato","olive_oil","cilantro","onion","avocado","cayenne","pepper","garlic","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","tomato","cheese","cilantro","wheat","onion","black_bean","corn","cayenne","cumin","carrot","bell_pepper","vegetable_oil","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","coriander","olive_oil","lemon_juice","radish","lime_juice","scallion","garlic","tomato","cucumber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","cane_molasses","butter","coconut","wheat","honey","oat","pecan","seed","cocoa","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","tomato","wheat","yeast","raisin","corn","garlic","oregano","olive","milk","cream","butter","vinegar","onion","beef","cayenne","cumin","cinnamon","vegetable_oil","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","vegetable_oil","chicken","white_bread","cayenne","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","olive_oil","pepper","onion","potato","chicken_broth","brassica","bell_pepper","garlic","pork_sausage","wine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","tomato","garlic","onion","corn","cayenne","tamarind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","tomato","onion","corn","chicken_broth","carrot","garlic","vegetable_oil","rice","pea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","tomato","olive_oil","cilantro","onion","avocado","lime_juice","lettuce","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","cilantro","meat","beef","corn_grit","cayenne","onion","cumin","honey","garlic","oregano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","coriander","olive_oil","lemon_juice","vinegar","black_pepper","cider","bean","garlic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","milk_fat","wheat","cinnamon","lemon","egg","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","tomato","olive_oil","green_bell_pepper","ham","onion","corn","parsley","bay","cured_pork","clam","garlic","bell_pepper","smoke","white_wine","pork_sausage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","butter","olive_oil","pepper","wheat","onion","cod","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","cilantro","chicken_broth","onion","potato","corn","avocado","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","wheat","yeast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","tomato","cilantro","onion","beef","chicken_broth","cayenne","cumin","bean","garlic","lard","cheddar_cheese","corn","bread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","tomato","onion","potato","avocado","cayenne","garlic","bell_pepper","oregano","vegetable_oil","pork_sausage","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","cayenne","avocado","onion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","orange_peel","olive_oil","cilantro","orange_juice","olive","garlic","pimento","orange","chicken","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","milk_fat","wheat","starch","almond","egg","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","tomato","lemon_juice","avocado","black_pepper","shrimp","lime","garlic","scallion","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","vinegar","onion","cayenne","orange_juice","black_pepper","garlic","oregano","cider",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","tomato","pork","onion","cayenne","corn","black_pepper","cumin","garlic","cinnamon","oregano","tamarind","mint",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","coriander","vinegar","lemon","onion","beef","soy_sauce","black_pepper","bay","garlic","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","cane_molasses","butter","pork","green_bell_pepper","wheat","cheese","corn","tabasco_pepper","pepper","tamarind","milk","tomato","vinegar","onion","cayenne","cumin","vegetable_oil","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","tomato","butter","cilantro","onion","cayenne","corn","avocado","pepper","black_pepper","garlic","cheddar_cheese","chicken_broth","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","tomato","pepper","wheat","mustard","lobster","cream_cheese","pimento","olive","butter","vinegar","cider","cumin","scallion","cognac","vegetable_oil","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","tomato","pork","onion","black_pepper","corn","cayenne","cumin","bitter_orange","seed","garlic","oregano","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","oregano","cayenne","bitter_orange","onion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","tomato","beef","onion","chicken_broth","cayenne","cumin","bean","garlic","cinnamon","cheddar_cheese","corn","bell_pepper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","milk_fat","corn","egg","vanilla","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","tomato","olive_oil","onion","vinegar","cayenne","fish","raisin","parsley","bay","garlic","oregano","olive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","tomato","cilantro","clam","onion","corn","cayenne","garlic","cream_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","olive_oil","vinegar","red_wine","black_pepper","parsley","bay","garlic","bell_pepper","oregano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","olive_oil","beef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","olive_oil","pepper","bell_pepper","onion","milk_fat","corn","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","tomato","coriander","garlic","avocado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","pepper","wheat","orange_juice","black_pepper","pork","garlic","oregano","mozzarella_cheese","milk","butter","vinegar","onion","cayenne","cumin","milk_fat","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","tomato","cheese","pork","wheat","onion","corn","cayenne","cilantro","scallion","buttermilk","garlic","bell_pepper","egg","pork_sausage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","tomato","pepper","onion","avocado","cayenne","cumin","scallion","cilantro","lime_peel_oil","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","cocoa","coffee","vanilla","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","tomato","pepper","green_bell_pepper","garlic","onion","beef","cumin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
